# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240617
# Data de termino: 20240623
Titulo da pagina e nome da tela;Data;Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Eventos principais;Receita total;Taxa de eventos principais da sessao
Flamengo 0 X 0 Fluminense;20240622;3;2;0;0.6666666666666666;0;0;0
Flavio Rodrigues de Souza;20240619;3;0;0;0;0;0;0
Flavio Rodrigues de Souza;20240621;3;1;0;0;0;0;0
Flavio Rodrigues de Souza;20240622;3;2;0;1.3333333333333333;0;0;0
Fluminense 0 X 0 Flamengo;20240619;3;3;0;15;0;0;0
Fluminense 0 X 0 Flamengo;20240620;3;3;0;2.6666666666666665;0;0;0
Fluminense 0 X 1 Flamengo;20240623;3;2;0;41.666666666666664;0;0;0
Fluminense 1 X 0 Bayern de Munique;20240619;3;3;3;18;0;0;0
Fluminense 1 X 0 Santos;20240619;3;2;0;15;0;0;0
Fluminense 1 X 1 Juventude;20240618;3;3;0;18.666666666666668;0;0;0
Fluminense 1 X 1 Juventude;20240619;3;3;0;2;0;0;0
Fluminense 2 X 1 Bragantino;20240619;3;3;0;12.333333333333334;0;0;0
Fluminense 2 X 3 ABC;20240619;3;2;2;0.3333333333333333;0;0;0
Fluminense 5 X 2 Guarani;20240622;3;1;1;1.3333333333333333;0;0;0
Fluminense x Vasco-RJ;20240622;3;3;1;58.333333333333336;0;0;0
Gabriel Pires 2024;20240620;3;3;1;22;0;0;0
German Cano 2024;20240620;3;3;1;37.333333333333336;0;0;0
German Cano 2024;20240621;3;2;2;12;0;0;0
German Cano 2024 - Gols por Adversario;20240619;3;2;0;18;0;0;0
Gols de Jogador por adversario;20240621;3;2;0;39;0;0;0
Graficos;20240621;3;2;0;11;0;0;0
Informacoes Gerais;20240617;3;3;0;21.333333333333332;0;0;0
Jogadores com mais titulos;20240619;3;3;0;6;0;0;0
Libertadores da America 2023;20240620;3;3;2;8;0;0;0
Maiores Publicos - Classicos;20240623;3;2;2;18.666666666666668;0;0;0
Mais jogos em Campeonato;20240620;3;3;0;12.333333333333334;0;0;0
Nery 1911;20240620;3;3;0;7.333333333333333;0;0;0
Penaltis por ano;20240620;3;1;0;40.333333333333336;0;0;0
Publico;20240620;3;2;0;44;0;0;0
Ranking de Assistencias em 2023;20240618;3;2;0;1.6666666666666667;0;0;0
Todas as camisas;20240620;3;3;0;43;0;0;0
Todos os Jogos contra Cruzeiro-MG;20240618;3;2;0;86.33333333333333;0;0;0
Todos os Jogos no(a) Rua Bariri;20240619;3;2;2;2;0;0;0
Tecnico x Campeonato;20240620;3;2;0;9.666666666666666;0;0;0
20º lugar;20240617;2;1;0;5;0;0;0
Abel - Brasileiro;20240620;2;1;0;1;0;0;0
Adilson Jose 1998;20240623;2;1;1;11;0;0;0
Adversario;20240621;2;2;0;14.5;0;0;0
Affonso Castro 1910;20240619;2;1;0;0;0;0;0
Aldo 1987;20240620;2;1;0;25;0;0;0
Amistoso Interestadual 1996;20240620;2;2;2;0;0;0;0
Anderson 2013;20240617;2;1;1;0;0;0;0
Aniversariantes do dia;20240618;2;2;0;10;0;0;0
Aproveitamento Tecnicos em classicos;20240620;2;1;0;7;0;0;0
Aproveitamento Tecnicos no;20240617;2;2;0;25;0;0;0
Aproveitamento Tecnicos no;20240620;2;1;0;43;0;0;0
Argentinos Juniors 1 X 1 Fluminense;20240619;2;2;0;22.5;0;0;0
Artilheiro por periodo;20240618;2;1;0;10.5;0;0;0
Artilheiros Estrangeiros;20240618;2;1;0;1;0;0;0
Artilheiros Estrangeiros por ano;20240618;2;1;0;1;0;0;0
Artilheiros contra America;20240618;2;1;0;9;0;0;0
Artilheiros contra Botafogo - Brasileiro - Maracana;20240618;2;1;0;5.5;0;0;0
Artilheiros contra Botafogo - Brasileiro 2010;20240618;2;1;0;18.5;0;0;0
Artilheiros dos Seculos;20240618;2;1;0;3.5;0;0;0
Artilheiros em 2023;20240618;2;1;0;1.5;0;0;0
Artilheiros em jogos oficiais;20240618;2;1;0;0.5;0;0;0
Artilheiros mais novos;20240619;2;1;0;5.5;0;0;0
Artilheiros mais velhos;20240619;2;1;0;1.5;0;0;0
Artilheiros na temporada 2023;20240618;2;1;0;2;0;0;0
Artilheiros no(a) Brasileiro;20240618;2;1;0;3;0;0;0
Asprilla 2001;20240622;2;1;0;0;0;0;0
Assis 1987;20240620;2;1;0;15;0;0;0
Bahia 3 X 2 Fluminense;20240620;2;1;0;4.5;0;0;0
Bahia 3 X 3 Fluminense;20240618;2;1;0;3.5;0;0;0
Batedores de Penalti;20240619;2;1;0;7.5;0;0;0
Botafogo 1 X 0 Fluminense;20240618;2;2;0;9.5;0;0;0
Botafogo 1 X 0 Fluminense;20240619;2;2;0;3.5;0;0;0
Botafogo SP 1 X 1 Fluminense;20240621;2;2;2;26;0;0;0
Branca 1995;20240620;2;2;2;0;0;0;0
Branco 1998;20240620;2;1;0;23.5;0;0;0
Brasileiro 2024;20240623;2;2;0;19.5;0;0;0
Brasileiro Serie B 1998;20240623;2;0;2;0;0;0;0
Brasileirao Rodada a Rodada;20240622;2;1;0;2;0;0;0
Brasileirao pontos por ano;20240622;2;1;0;2.5;0;0;0
Brasileirao por ano;20240622;2;2;0;13;0;0;0
Brunel 1975;20240617;2;1;1;20;0;0;0
Bruno 2006;20240620;2;2;2;0;0;0;0
Bruno Reis 2000;20240619;2;1;0;0;0;0;0
Cafuringa 1977;20240623;2;1;0;30.5;0;0;0
Camisa;20240621;2;2;0;13.5;0;0;0
Camisa ano a ano;20240621;2;2;0;7.5;0;0;0
Campanha campeonato x historica em campeonato;20240620;2;2;0;4.5;0;0;0
Campanha em 2024 x Campanhas historicas;20240617;2;2;0;7;0;0;0
Campeonatos;20240618;2;2;0;9.5;0;0;0
Carioca 1995;20240618;2;2;2;51.5;0;0;0
Carlos Andre 1990;20240621;2;1;1;0;0;0;0
Cartoes - Jogador;20240618;2;2;0;1.5;0;0;0
Cerro Portenho 0 X 0 Fluminense;20240619;2;1;0;29;0;0;0
Comparacao ano corrente x campanhas historicas;20240617;2;2;0;11;0;0;0
Comparacao campeonato corrente x campanhas historicas;20240620;2;2;0;45;0;0;0
Consulta Jogo Numero contra adversario;20240619;2;2;0;44.5;0;0;0
Consulta Lista dos Gols;20240618;2;1;0;59;0;0;0
Consulta Placar;20240620;2;2;0;269;0;0;0
Corinthians 2 X 0 Fluminense;20240619;2;2;0;6;0;0;0
Coritiba 2 X 0 Fluminense;20240619;2;2;0;19;0;0;0
Cronologia dos Gols;20240618;2;1;0;4;0;0;0
Cruzeiro - Brasileiro;20240617;2;1;0;0;0;0;0
Cruzeiro 3 X 1 Fluminense;20240623;2;1;0;31.5;0;0;0
Curiosidades e Titulos;20240617;2;2;1;80;0;0;0
Curiosidades e Titulos;20240619;2;2;0;18;0;0;0
Curiosidades e Titulos;20240622;2;2;0;9.5;0;0;0
Deco 2013;20240623;2;1;0;22;0;0;0
Delei 1987;20240620;2;1;0;37.5;0;0;0
Desportiva 1 X 2 Fluminense;20240617;2;1;0;6;0;0;0
Detalhamento dos Gols;20240618;2;1;0;11.5;0;0;0
Detalhamento dos gols - Olimpico;20240618;2;1;0;31.5;0;0;0
Disputa de Penaltis do Alexandre Torres - 1991;20240619;2;1;0;28;0;0;0
Djair 2003;20240620;2;2;2;0;0;0;0
Duilio 1985;20240620;2;1;0;13.5;0;0;0
Edvaldo 1991;20240620;2;2;2;0;0;0;0
Especiais Adversarios;20240618;2;2;0;2.5;0;0;0
Especiais Adversarios;20240621;2;2;0;4;0;0;0
Especiais Adversarios;20240622;2;2;0;42.5;0;0;0
Especiais Campeonatos;20240623;2;2;0;1;0;0;0
Especiais Estadios;20240617;2;2;0;19;0;0;0
Especiais Historicos;20240617;2;2;0;75;0;0;0
Especiais Historicos;20240619;2;2;0;10;0;0;0
Especiais Historicos;20240620;2;2;0;2.5;0;0;0
Especiais Jogadores;20240617;2;2;0;11.5;0;0;0
Especiais Jogadores;20240621;2;2;0;55;0;0;0
Especiais Jogadores;20240622;2;2;0;6;0;0;0
Especiais Jogos;20240617;2;2;0;3.5;0;0;0
Especiais Placares;20240620;2;2;0;150.5;0;0;0
Especiais Presidentes;20240622;2;2;0;10;0;0;0
Especiais Sequencias;20240623;2;2;0;16;0;0;0
Especiais Tecnico;20240621;2;2;0;29.5;0;0;0
Especiais Arbitros;20240619;2;1;0;5.5;0;0;0
Esquerdinha 2023;20240617;2;2;0;14.5;0;0;0
Estadio por tempo determinado;20240617;2;2;0;19.5;0;0;0
Estadios;20240623;2;2;0;31.5;0;0;0
Everaldo 2019;20240622;2;1;0;1;0;0;0
Evolucao de gols por ano;20240618;2;1;0;4;0;0;0
Felipe Melo 2024;20240619;2;2;1;1.5;0;0;0
Felipe Melo 2024;20240620;2;2;0;17;0;0;0
Flamengo 0 X 1 Fluminense;20240619;2;2;0;8.5;0;0;0
Flamengo 0 X 1 Fluminense;20240623;2;1;2;3.5;0;0;0
Flamengo 1 X 0 Fluminense;20240622;2;1;0;3;0;0;0
Flamengo 2 X 0 Fluminense;20240619;2;2;0;5;0;0;0
Flamengo 2 X 0 Fluminense;20240620;2;2;0;5.5;0;0;0
Flavio 1982;20240618;2;1;1;17.5;0;0;0
Flavio Rodrigues de Souza;20240620;2;1;0;0;0;0;0
Flavio Rodrigues de Souza;20240623;2;0;0;0;0;0;0
Fluminense 0 X 1 Flamengo;20240621;2;1;0;0.5;0;0;0
Fluminense 1 X 0 Olaria;20240623;2;2;0;5;0;0;0
Fluminense 1 X 0 Sao Cristovao;20240622;2;1;0;1.5;0;0;0
Fluminense 1 X 1 Vasco;20240619;2;2;0;6;0;0;0
Fluminense 1 X 1 Vasco;20240620;2;2;0;6.5;0;0;0
Fluminense 1 X 2 Atletico GO;20240617;2;2;0;34;0;0;0
Fluminense 1 X 2 Atletico GO;20240618;2;2;0;24.5;0;0;0
Fluminense 1 X 2 Atletico GO;20240620;2;2;0;11;0;0;0
Fluminense 1 X 2 Flamengo;20240620;2;2;0;15.5;0;0;0
Fluminense 2 X 0 America;20240620;2;1;0;54;0;0;0
Fluminense 2 X 0 Cuiaba;20240619;2;2;0;53;0;0;0
Fluminense 2 X 0 Internacional;20240619;2;2;0;9.5;0;0;0
Fluminense 2 X 1 Cruzeiro;20240618;2;2;0;22;0;0;0
Fluminense 2 X 1 Cruzeiro;20240619;2;2;0;20;0;0;0
Fluminense 2 X 1 Flamengo;20240622;2;1;0;2;0;0;0
Fluminense 2 X 1 Portuguesa;20240622;2;2;0;23;0;0;0
Fluminense 2 X 2 Atletico MG;20240617;2;2;1;19;0;0;0
Fluminense 2 X 2 Atletico MG;20240618;2;2;0;20;0;0;0
Fluminense 2 X 2 Corinthians;20240619;2;2;0;6;0;0;0
Fluminense 2 X 3 ABC;20240617;2;2;1;40.5;0;0;0
Fluminense 2 X 3 ABC;20240623;2;1;2;20;0;0;0
Fluminense 3 X 1 Americano;20240620;2;1;0;0;0;0;0
Fluminense 3 X 2 Alianza Lima;20240618;2;2;0;30.5;0;0;0
Fluminense 4 X 0 Canto do Rio;20240622;2;1;0;1;0;0;0
Fluminense 6 X 0 Adesg;20240623;2;2;2;13.5;0;0;0
Fluminense x Botafogo-RJ;20240617;2;2;0;9.5;0;0;0
Fluminense x Paris Saint Germain-Franca;20240617;2;2;1;26.5;0;0;0
Fluminense x Paris Saint Germain-Franca;20240620;2;2;2;12;0;0;0
Fluminense x Paysandu-PA;20240620;2;2;2;0;0;0;0
Fluminense x San Lorenzo-Argentina;20240619;2;2;2;0;0;0;0
Fluminense x Santos-SP;20240617;2;1;0;0;0;0;0
Fluminense x Sao Raimundo-AM;20240620;2;2;2;3.5;0;0;0
Frequencia de Placar de tecnico x adversario;20240620;2;2;0;9.5;0;0;0
Fabio 2024;20240620;2;2;0;17;0;0;0
Gabriel Pires 2024;20240623;2;1;1;0.5;0;0;0
German Cano 2024;20240617;2;2;1;17;0;0;0
German Cano 2024 - Gols por Adversario;20240618;2;1;0;105;0;0;0
German Cano 2024 - Gols por Ano;20240618;2;1;0;9;0;0;0
German Cano 2024 - Gols por Campeonato;20240618;2;1;0;1.5;0;0;0
German Cano em 01/06/2024 - 19/06/2024;20240619;2;1;0;15.5;0;0;0
Goias 2 X 2 Fluminense;20240619;2;2;0;53.5;0;0;0
Goias 2 X 2 Fluminense;20240620;2;1;0;59;0;0;0
Gol numero 11000;20240618;2;1;0;28;0;0;0
Goleadas;20240618;2;1;0;8;0;0;0
Goleadas em 2023;20240618;2;1;0;1.5;0;0;0
Goleadas em Brasileiros;20240618;2;1;0;1;0;0;0
Goleadas em Classicos;20240618;2;1;0;3;0;0;0
Goleadas em jogos oficiais;20240618;2;1;0;1;0;0;0
Goleadas por Adversarios;20240618;2;1;0;15;0;0;0
Goleadas por ano;20240618;2;1;0;1.5;0;0;0
Gols de Jogador por ano;20240621;2;1;0;17;0;0;0
Gols do German Cano;20240618;2;1;0;14.5;0;0;0
Gols mais rapidos;20240618;2;1;0;44.5;0;0;0
Gols mais rapidos em jogos oficiais;20240618;2;1;0;7.5;0;0;0
Hat Tricks;20240618;2;1;0;2.5;0;0;0
Jandir 1994;20240620;2;1;0;19.5;0;0;0
Jhon Arias 2024;20240619;2;2;0;47;0;0;0
Jogador por tempo determinado;20240619;2;1;0;15.5;0;0;0
Jogadores com mais titulos;20240618;2;1;0;3.5;0;0;0
Jogadores com mais vitorias;20240619;2;1;0;1;0;0;0
Jogadores mais novos;20240619;2;1;0;46.5;0;0;0
Jogadores mais velhos;20240619;2;1;0;2;0;0;0
Jose Roberto Wright;20240617;2;1;0;8;0;0;0
Julio Alves 1992;20240620;2;2;2;0;0;0;0
Keno 2024;20240620;2;2;0;26;0;0;0
Laranjeiras;20240621;2;2;1;29;0;0;0
Leomir 1988;20240620;2;1;0;32.5;0;0;0
Lima 2024;20240620;2;2;0;8;0;0;0
Linhares 1 X 1 Fluminense;20240619;2;2;2;20.5;0;0;0
Lira 1995;20240620;2;2;2;0;0;0;0
Macale 1993;20240620;2;2;2;0;0;0;0
Madureira 0 X 4 Fluminense;20240622;2;1;0;0;0;0;0
Maior Artilheiro contra Adversario;20240618;2;1;0;14.5;0;0;0
Maior Artilheiro contra Adversario em Campeonato;20240618;2;1;0;36.5;0;0;0
Maior Artilheiro contra Adversario em Campeonato em Estadio;20240618;2;1;0;72;0;0;0
Maior Artilheiro em 1 campeonato;20240618;2;1;0;4.5;0;0;0
Maior Artilheiro em Ano;20240618;2;1;0;2;0;0;0
Maior Artilheiro em Campeonato;20240618;2;1;0;24;0;0;0
Maior Artilheiro em Estadio;20240618;2;1;0;6;0;0;0
Maior Artilheiro em Temporada;20240618;2;1;0;2;0;0;0
Maiores Artilheiros;20240618;2;1;0;1.5;0;0;0
Maiores Artilheiros;20240621;2;2;0;26;0;0;0
Maiores Artilheiros em 1 Brasileiro;20240618;2;1;0;2;0;0;0
Maiores Artilheiros em 1 Partida;20240618;2;1;0;1.5;0;0;0
Maiores Artilheiros em jogos eliminatorios;20240618;2;1;0;1.5;0;0;0
Maiores Artilheiros saindo de titular;20240618;2;1;0;0.5;0;0;0
Maiores Artilheiros vindo do banco;20240618;2;1;0;1;0;0;0
Maiores Publicos - Brasileiro 2023;20240620;2;2;0;7.5;0;0;0
Maiores publicos por Adversarios;20240617;2;1;0;4;0;0;0
Maiores publicos por Adversarios;20240619;2;2;0;74;0;0;0
Mais defendeu penalties;20240618;2;1;0;3.5;0;0;0
Mais jogos em Campeonato;20240619;2;2;0;4.5;0;0;0
Mais jogos no elenco atual;20240620;2;2;0;117;0;0;0
Mais jogos no(a) Brasileiro;20240619;2;2;0;17.5;0;0;0
Mais jogos no(a) Brasileiro 2024;20240620;2;2;0;26;0;0;0
Mais treinou em Campeonato;20240620;2;1;0;5.5;0;0;0
Marcao 2006;20240623;2;2;0;5.5;0;0;0
Martinelli 2024;20240620;2;2;0;7.5;0;0;0
Martinelli 2024;20240622;2;1;0;42;0;0;0
Matheus Delgado Candancan;20240618;2;2;0;13;0;0;0
Mauro 2005;20240622;2;1;0;6;0;0;0
Milan 0 X 1 Fluminense;20240617;2;2;2;11.5;0;0;0
Mineirao;20240617;2;2;0;26;0;0;0
Mineirao;20240618;2;2;0;30.5;0;0;0
Minutagem 2024;20240619;2;1;0;8.5;0;0;0
Minutagem Abel na 2ª passagem;20240619;2;1;0;11;0;0;0
Minutagem com Tecnico;20240619;2;1;0;7;0;0;0
Minutagem em Ano;20240619;2;1;0;5.5;0;0;0
Morales 1945;20240620;2;2;2;0;0;0;0
Motta Maia 1923;20240620;2;2;2;0;0;0;0
Media de Publico - Brasileiro 2024;20240623;2;1;0;0;0;0;0
Media de Publico - Classicos;20240620;2;1;0;3;0;0;0
Media de Publico - em Classicos em Engenhao;20240619;2;2;0;2.5;0;0;0
Media de Publico em classicos em Estadio;20240619;2;2;0;28;0;0;0
Media de penalties;20240618;2;1;0;2;0;0;0
Nathan 2022;20240619;2;2;0;14.5;0;0;0
Numero de jogos por em Ano;20240619;2;2;0;1;0;0;0
Olaria 0 X 4 Fluminense;20240623;2;1;0;17;0;0;0
Passagem de Tecnico;20240622;2;2;0;23.5;0;0;0
Passagem de Tecnico;20240623;2;2;0;21;0;0;0
Paulo Henrique Ganso 2024;20240619;2;2;0;94;0;0;0
Paulo Henrique Ganso 2024;20240623;2;2;0;1;0;0;0
Paulo Victor 1988;20240620;2;1;0;21.5;0;0;0
Paysandu Cricket 3 X 0 Fluminense;20240617;2;1;0;1;0;0;0
Penaltis em 2018;20240620;2;1;0;8;0;0;0
Penaltis em 2019;20240620;2;1;0;29;0;0;0
Penaltis em 2020;20240620;2;1;0;11.5;0;0;0
Penaltis/Faltas sofridos contra Adversario;20240618;2;1;0;11.5;0;0;0
Penaltis/Faltas sofridos em Ano;20240618;2;2;0;9;0;0;0
Ponte Preta 3 X 4 Fluminense;20240619;2;1;0;62.5;0;0;0
Pontos rodada a rodada em 2012;20240622;2;1;0;0.5;0;0;0
Posicoes rodada a rodada;20240617;2;1;0;14.5;0;0;0
Posicoes rodada a rodada em 2003;20240622;2;2;0;3.5;0;0;0
Presidentes;20240622;2;2;0;22;0;0;0
Procopio Teixeira;20240620;2;2;2;0;0;0;0
Proximos Jogos;20240623;2;2;0;18.5;0;0;0
Rafael Rodrigo Klein;20240623;2;2;0;17;0;0;0
Ramon Abatti Abel;20240622;2;1;0;1.5;0;0;0
Ramon Tahuichi Aguilera;20240618;2;2;0;39;0;0;0
Ramon Tahuichi Aguilera;20240621;2;2;0;14.5;0;0;0
Ranking de Assistencias;20240618;2;1;0;1;0;0;0
Ranking de Penaltis/Faltas;20240618;2;1;0;2.5;0;0;0
Ranking de gols por tipo;20240618;2;1;0;2.5;0;0;0
Ricardo Gomes 1988;20240620;2;1;0;33;0;0;0
River Plate 2 X 0 Fluminense;20240619;2;2;0;29.5;0;0;0
Rodrigo Jose Pereira de Lima;20240622;2;2;1;19.5;0;0;0
Sampaio Correa 0 X 2 Fluminense;20240618;2;2;0;19;0;0;0
Samuel Xavier 2024;20240623;2;2;0;23;0;0;0
Santa Cruz 1 X 2 Fluminense;20240623;2;2;0;6.5;0;0;0
Selecao Olimpica Coreia do Sul 0 X 3 Fluminense;20240619;2;1;0;0;0;0;0
Sequencia Invicta de Goleiros em Classicos;20240619;2;2;0;20.5;0;0;0
Sequencia de Gols de Jogadores;20240618;2;1;0;5;0;0;0
Sequencia de Jogadores;20240620;2;1;0;5;0;0;0
Sequencia de Placar Adversario em campeonato;20240620;2;1;0;18;0;0;0
Sequencia de Placar Estadio em campeonato;20240620;2;1;0;17;0;0;0
Sequencia de Tecnico;20240620;2;1;0;6;0;0;0
Sequencia de gols seguidos;20240618;2;1;0;14;0;0;0
Sequencias;20240620;2;2;0;10.5;0;0;0
Sequencias - Abel;20240620;2;1;0;31;0;0;0
Sequencias - America;20240620;2;1;0;1.5;0;0;0
Sequencias - Brasileiro;20240620;2;1;0;3.5;0;0;0
Sequencias - Brasileiro 2023;20240620;2;1;0;4;0;0;0
Sequencias - Maracana no Brasileiro;20240620;2;1;0;4;0;0;0
Sequencias Qtd;20240620;2;2;0;34.5;0;0;0
Sequencias em Campeonato;20240620;2;1;0;13;0;0;0
