# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240603
# Data de termino: 20240609
Titulo da pagina e nome da tela;Data;Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Eventos principais;Receita total;Taxa de eventos principais da sessao
Informacoes Gerais;20240606;6;5;0;17.333333333333332;0;0;0
Jogo;20240609;6;6;0;26.666666666666668;0;0;0
Pinheiro 1963;20240606;6;5;1;31.166666666666668;0;0;0
Thiago Silva 2008;20240606;6;5;0;34.166666666666664;0;0;0
Todos os Jogos contra Botafogo-RJ;20240604;6;5;0;25.666666666666668;0;0;0
Camisa;20240606;5;5;0;10.6;0;0;0
Camisa;20240609;5;5;0;8.2;0;0;0
Campeonatos;20240605;5;4;0;27.8;0;0;0
Edinho 1989;20240605;5;3;0;8.4;0;0;0
Especiais Adversarios;20240606;5;4;0;4.8;0;0;0
Especiais Tecnico;20240606;5;4;0;48.8;0;0;0
Estadios;20240604;5;4;0;86;0;0;0
Fluminense 0 X 0 CRB;20240608;5;4;3;20;0;0;0
Fluminense x Huachipato-Chile;20240603;5;5;1;26;0;0;0
Tecnico;20240603;5;5;0;35.4;0;0;0
Botafogo - Engenhao;20240606;4;2;0;8;0;0;0
Camisa;20240603;4;4;0;15.25;0;0;0
Camisa;20240605;4;4;0;2.5;0;0;0
Curiosidades e Titulos;20240605;4;2;0;36;0;0;0
Curiosidades e Titulos;20240606;4;3;0;43;0;0;0
Especiais Adversarios;20240604;4;4;0;24.5;0;0;0
Especiais Campeonatos;20240609;4;4;0;14.5;0;0;0
Especiais Jogadores;20240609;4;4;0;42.25;0;0;0
Especiais Jogos;20240606;4;4;0;11.5;0;0;0
Fluminense 2 X 0 America;20240607;4;4;3;0.25;0;0;0
Fluminense 7 X 2 Botafogo;20240603;4;3;3;63.75;0;0;0
Fluminense x America-RJ;20240603;4;2;0;139.5;0;0;0
Fluminense x Botafogo-RJ;20240603;4;3;0;197;0;0;0
Fluminense x Botafogo-RJ;20240605;4;4;0;29.25;0;0;0
Fluminense x Gremio-RS;20240604;4;4;0;138.25;0;0;0
Fluminense x Vasco-RJ;20240603;4;4;1;25.75;0;0;0
German Cano 2024;20240609;4;4;3;10.75;0;0;0
Gum 2018;20240606;4;4;0;38.75;0;0;0
Informacoes Gerais;20240605;4;4;0;48;0;0;0
Ricardo Gomes 1988;20240606;4;3;0;23.5;0;0;0
Samuel Xavier 2024;20240606;4;3;0;15.5;0;0;0
Selecao Italia 5 X 3 Fluminense;20240608;4;4;3;28.5;0;0;0
Todas as camisas;20240603;4;4;0;105.5;0;0;0
Todas as camisas;20240606;4;4;0;39.5;0;0;0
Tecnico;20240604;4;4;0;69.25;0;0;0
Tecnico;20240607;4;4;0;15.25;0;0;0
Arbitros;20240604;4;3;0;16.75;0;0;0
Arbitros;20240609;4;4;0;8;0;0;0
Adversario x Estadio;20240606;3;2;0;12;0;0;0
Altair 1970;20240607;3;3;0;48.666666666666664;0;0;0
Botafogo - Engenhao;20240604;3;2;0;23;0;0;0
Brasileiro;20240605;3;2;0;107.66666666666667;0;0;0
Camisa;20240604;3;3;0;4;0;0;0
Camisa;20240607;3;3;0;13.666666666666666;0;0;0
Campeonato x Adversario;20240609;3;3;0;38.666666666666664;0;0;0
Couto Pereira;20240605;3;2;0;35.333333333333336;0;0;0
Curiosidades e Titulos;20240604;3;3;0;33.333333333333336;0;0;0
Curiosidades e Titulos;20240609;3;3;0;83.33333333333333;0;0;0
Doval 1978;20240606;3;1;0;0;0;0;0
Especiais Adversarios;20240607;3;2;0;15.666666666666666;0;0;0
Especiais Adversarios;20240609;3;3;0;21;0;0;0
Especiais Campeonatos;20240605;3;3;0;22.666666666666668;0;0;0
Especiais Classicos;20240604;3;3;0;21.333333333333332;0;0;0
Especiais Gols e Penalties;20240603;3;3;0;22;0;0;0
Especiais Gols e Penalties;20240604;3;3;0;6;0;0;0
Especiais Tecnico;20240605;3;3;0;3.6666666666666665;0;0;0
Especiais Tecnico;20240609;3;3;0;6.333333333333333;0;0;0
Estadios;20240603;3;3;0;5.666666666666667;0;0;0
Estadios;20240607;3;2;0;39.333333333333336;0;0;0
Estadios;20240608;3;3;0;14.666666666666666;0;0;0
Fluminense 1 X 0 Sao Paulo;20240607;3;1;0;32.666666666666664;0;0;0
Fluminense 1 X 2 Gremio;20240603;3;2;0;8.666666666666666;0;0;0
Fluminense 2 X 0 Vasco;20240608;3;1;0;0.6666666666666666;0;0;0
Fluminense 2 X 1 Atletico MG;20240603;3;1;0;1.6666666666666667;0;0;0
Fluminense 8 X 0 Fonseca;20240603;3;2;2;6;0;0;0
Fluminense x Atletico MG-MG;20240603;3;3;0;19;0;0;0
Fluminense x Botafogo-RJ;20240606;3;3;0;47.333333333333336;0;0;0
Fluminense x Botafogo-RJ;20240607;3;1;0;0.6666666666666666;0;0;0
Fluminense x Flamengo-RJ;20240603;3;3;0;16.333333333333332;0;0;0
Fluminense x Flamengo-RJ;20240604;3;3;0;32.666666666666664;0;0;0
Fluminense x Huachipato-Chile;20240604;3;3;0;29.333333333333332;0;0;0
Fluminense x Internazionale-Italia;20240609;3;3;3;8.333333333333334;0;0;0
Fluminense x The Strongest-Bolivia;20240604;3;3;0;18;0;0;0
Fluminense x The Strongest-Bolivia;20240608;3;3;0;27.666666666666668;0;0;0
Fred 2022;20240608;3;2;0;6;0;0;0
German Cano 2024;20240603;3;3;2;25.333333333333332;0;0;0
German Cano 2024;20240605;3;3;1;6.666666666666667;0;0;0
Graficos;20240603;3;2;0;7.333333333333333;0;0;0
Graficos;20240606;3;3;0;39;0;0;0
Graficos;20240609;3;3;0;34.333333333333336;0;0;0
Junior Cesar 2008;20240608;3;2;0;2;0;0;0
Luiz Alberto 2009;20240606;3;2;0;6;0;0;0
Maiores Artilheiros;20240607;3;2;0;18.666666666666668;0;0;0
Mais treinou em Campeonato;20240606;3;3;0;23.333333333333332;0;0;0
Marcos Junior 2018;20240607;3;3;0;16;0;0;0
Nino 2023;20240606;3;3;0;16;0;0;0
Passagem de Tecnico;20240603;3;3;0;35;0;0;0
Passagem de Tecnico;20240606;3;3;0;36;0;0;0
Rio Cricket 1 X 7 Fluminense;20240608;3;1;0;23.666666666666668;0;0;0
Sorlei 1995;20240606;3;3;0;20;0;0;0
Sao Paulo Athletic 0 X 0 Fluminense;20240609;3;1;0;131;0;0;0
Sao Paulo Athletic 3 X 0 Fluminense;20240607;3;2;0;257;0;0;0
Tec - Fernando Diniz;20240604;3;3;0;99;0;0;0
Tec - Fernando Diniz;20240606;3;3;0;37.666666666666664;0;0;0
Tec - Parreira;20240607;3;2;0;9.333333333333334;0;0;0
Todas as camisas;20240605;3;2;0;2.6666666666666665;0;0;0
Todas as camisas;20240607;3;3;0;21.333333333333332;0;0;0
Todos os Jogos contra Gremio-RS;20240609;3;3;0;93.33333333333333;0;0;0
Todos os Jogos no(a) Rua Bariri;20240604;3;1;1;13;0;0;0
Treinador com mais jogos;20240607;3;2;0;33.333333333333336;0;0;0
Tecnico;20240609;3;3;0;35.333333333333336;0;0;0
Volta Redonda 3 X 0 Fluminense;20240603;3;1;0;56;0;0;0
Zeze Gomes 1985;20240603;3;2;0;4;0;0;0
Arbitros;20240606;3;2;0;5.333333333333333;0;0;0
(not set);20240605;2;2;0;8;0;0;0
12º Jogador;20240604;2;1;0;0;0;0;0
40 Maiores idolos;20240606;2;2;0;253.5;0;0;0
Adversario x Campeonato;20240605;2;2;0;22.5;0;0;0
Adversario x Campeonato x Estadio;20240604;2;2;0;12;0;0;0
Adversario x Estadio;20240604;2;2;0;15.5;0;0;0
Adversario x Estadio;20240607;2;2;0;15.5;0;0;0
Adversario x Estadio;20240609;2;2;0;18.5;0;0;0
Adversario x Arbitro;20240607;2;1;0;39.5;0;0;0
Alexandre Torres 1991;20240606;2;2;0;162.5;0;0;0
Alexis Herrera;20240604;2;1;0;40;0;0;0
Andre 2024;20240606;2;2;0;26.5;0;0;0
Andre Moritz 2007;20240609;2;1;0;11;0;0;0
Aniversariantes em 05 / 06;20240605;2;1;0;0.5;0;0;0
Assis 1975;20240606;2;2;0;13.5;0;0;0
Bonsucesso 1 X 4 Fluminense;20240603;2;1;0;1.5;0;0;0
Botafogo - Brasileiro - Engenhao;20240604;2;2;0;27;0;0;0
Botafogo 0 X 1 Fluminense;20240604;2;2;0;7.5;0;0;0
Botafogo 1 X 0 Fluminense;20240604;2;2;0;3.5;0;0;0
Botafogo SP 1 X 1 Fluminense;20240603;2;2;2;8.5;0;0;0
Botafogo de 01/01/2005 ate 04/06/2024;20240604;2;1;0;193.5;0;0;0
Brasileiro;20240603;2;2;0;56;0;0;0
Brasileiro 2007;20240607;2;1;0;0;0;0;0
Brasileiro 2024;20240605;2;1;0;37;0;0;0
Brasileiro Serie B 1998;20240609;2;2;2;41.5;0;0;0
Brasileiro em 01/01/2006 - 31/12/2006;20240605;2;1;0;0;0;0;0
Camanho 1951;20240608;2;1;0;0;0;0;0
Camisa;20240608;2;2;0;6;0;0;0
Camisa ano a ano;20240603;2;2;0;6;0;0;0
Camisa ano a ano;20240605;2;2;0;24;0;0;0
Camisa ano a ano;20240609;2;2;0;76;0;0;0
Camisas em 2008;20240609;2;2;0;28.5;0;0;0
Camisas em 2018;20240609;2;2;0;14.5;0;0;0
Campeonato por tempo determinado;20240605;2;2;0;16;0;0;0
Campeonatos por ano;20240605;2;2;0;55;0;0;0
Carioca 1941;20240608;2;2;1;8;0;0;0
Carioca 1975;20240608;2;2;0;9;0;0;0
Carioca 1986;20240609;2;2;2;44;0;0;0
Castilho 1965;20240606;2;2;0;11.5;0;0;0
Consulta Tecnico Adversario;20240606;2;1;0;353;0;0;0
Cristovao 1983;20240609;2;1;0;0;0;0;0
Cruzeiro 1 X 0 Fluminense;20240606;2;2;0;6.5;0;0;0
Curiosidades e Titulos;20240603;2;2;0;61.5;0;0;0
Cesar 2003;20240606;2;1;0;16;0;0;0
Deco 2013;20240607;2;2;0;114.5;0;0;0
Diogo Barbosa 2024;20240604;2;2;0;11.5;0;0;0
Dirceu Lopes 1977;20240609;2;2;1;26.5;0;0;0
Edil 1962;20240604;2;2;0;240.5;0;0;0
Edilson Soares da Silva;20240607;2;2;0;1;0;0;0
Edson Borracha 1966;20240606;2;1;1;43.5;0;0;0
Engenhao;20240606;2;2;0;119.5;0;0;0
Especiais Adversarios;20240603;2;2;0;4;0;0;0
Especiais Adversarios;20240608;2;2;0;18.5;0;0;0
Especiais Campeonatos;20240603;2;2;0;10.5;0;0;0
Especiais Campeonatos;20240608;2;2;0;7.5;0;0;0
Especiais Classicos;20240606;2;2;0;11;0;0;0
Especiais Estadios;20240603;2;2;0;30.5;0;0;0
Especiais Estadios;20240604;2;2;0;11.5;0;0;0
Especiais Historicos;20240609;2;2;0;39;0;0;0
Especiais Jogadores;20240608;2;2;0;76.5;0;0;0
Especiais Jogos;20240605;2;2;0;20.5;0;0;0
Especiais Jogos;20240607;2;2;0;23;0;0;0
Especiais Jogos Eliminatorios;20240604;2;2;0;10;0;0;0
Especiais Placares;20240604;2;2;0;6;0;0;0
Especiais Tecnico;20240604;2;2;0;20;0;0;0
Especiais Tecnico;20240607;2;2;0;46;0;0;0
Especiais Tecnicos Adversarios;20240606;2;1;0;21;0;0;0
Estadio x Campeonato;20240604;2;2;0;18;0;0;0
Estadios;20240606;2;2;0;9;0;0;0
Estadios;20240609;2;2;0;6;0;0;0
Fale Conosco;20240606;2;2;0;15.5;0;0;0
Felipe Gonzalez;20240608;2;2;1;16.5;0;0;0
Felipe Melo 2024;20240608;2;2;0;6;0;0;0
Figueirense 0 X 1 Fluminense;20240606;2;2;0;19.5;0;0;0
Flamengo 0 X 1 Fluminense;20240603;2;2;0;24.5;0;0;0
Flamengo 0 X 1 Fluminense;20240609;2;2;1;40;0;0;0
Flamengo 1 X 0 Fluminense;20240603;2;2;0;27.5;0;0;0
Flamengo 1 X 0 Fluminense;20240604;2;1;0;0;0;0;0
Flamengo 1 X 2 Fluminense;20240604;2;2;0;10;0;0;0
Flamengo 1 X 2 Fluminense;20240605;2;2;0;16;0;0;0
Flamengo 2 X 0 Fluminense;20240604;2;2;0;27;0;0;0
Flamengo 2 X 3 Fluminense;20240604;2;2;0;37;0;0;0
Flavio Rodrigues de Souza;20240606;2;2;0;22.5;0;0;0
Flavio Rodrigues de Souza;20240609;2;2;0;61.5;0;0;0
Fluminense 0 X 0 Barreira;20240607;2;1;0;0.5;0;0;0
Fluminense 0 X 0 CRB;20240609;2;1;1;6.5;0;0;0
Fluminense 0 X 1 Flamengo;20240608;2;0;0;0;0;0;0
Fluminense 0 X 1 Vasco;20240603;2;2;0;10;0;0;0
Fluminense 0 X 1 Vasco;20240605;2;2;0;21.5;0;0;0
Fluminense 0 X 2 Bangu;20240607;2;1;0;14.5;0;0;0
Fluminense 1 X 0 Bayern de Munique;20240608;2;2;1;73;0;0;0
Fluminense 1 X 0 Botafogo;20240605;2;2;0;15;0;0;0
Fluminense 1 X 0 Flamengo;20240605;2;2;0;9.5;0;0;0
Fluminense 1 X 1 Atletico MG;20240604;2;1;0;1.5;0;0;0
Fluminense 1 X 1 Botafogo;20240604;2;2;0;17.5;0;0;0
Fluminense 1 X 1 Huachipato;20240604;2;2;1;19;0;0;0
Fluminense 1 X 1 Santos;20240605;2;2;0;20.5;0;0;0
Fluminense 1 X 1 Sao Paulo;20240604;2;2;0;4.5;0;0;0
Fluminense 2 X 0 Argentinos Juniors;20240606;2;1;0;0;0;0;0
Fluminense 2 X 1 Bangu;20240608;2;2;0;10.5;0;0;0
Fluminense 2 X 1 Flamengo;20240605;2;2;1;28.5;0;0;0
Fluminense 2 X 3 ABC;20240606;2;2;2;79;0;0;0
Fluminense 2 X 3 ABC;20240608;2;2;2;21.5;0;0;0
Fluminense 2 X 4 Botafogo;20240604;2;2;0;8;0;0;0
Fluminense 3 X 0 Botafogo;20240607;2;1;0;22;0;0;0
Fluminense 3 X 1 Flamengo;20240607;2;2;0;1.5;0;0;0
Fluminense 3 X 1 Itaperuna;20240609;2;1;0;0;0;0;0
Fluminense 3 X 1 LDU;20240607;2;2;0;47.5;0;0;0
Fluminense 3 X 1 Portuguesa SP;20240606;2;2;0;8.5;0;0;0
Fluminense 3 X 1 Volta Redonda;20240608;2;2;0;13;0;0;0
Fluminense 3 X 2 Atletico MG;20240604;2;2;0;4.5;0;0;0
Fluminense 3 X 2 Vasco;20240603;2;2;0;4;0;0;0
Fluminense 4 X 1 Bangu;20240607;2;1;0;31;0;0;0
Fluminense 4 X 1 Santos;20240608;2;1;0;0;0;0;0
Fluminense 5 X 0 Botafogo;20240604;2;2;1;8.5;0;0;0
Fluminense 6 X 0 Adesg;20240606;2;1;1;0;0;0;0
Fluminense 6 X 0 Arsenal de Sarandi;20240607;2;1;0;19.5;0;0;0
Fluminense 7 X 1 Juventude;20240603;2;2;2;2;0;0;0
Fluminense 7 X 2 Botafogo;20240609;2;2;2;44;0;0;0
Fluminense x America PE-PE;20240605;2;2;0;8.5;0;0;0
Fluminense x Barcelona-Espanha;20240605;2;2;0;13;0;0;0
Fluminense x Coritiba-PR;20240605;2;2;0;28;0;0;0
Fluminense x Entrerriense-RJ;20240603;2;2;0;38.5;0;0;0
Fluminense x Flamengo-RJ;20240609;2;2;0;24;0;0;0
Fluminense x Gremio-RS;20240607;2;1;0;18;0;0;0
Fluminense x Internacional-RS;20240609;2;2;0;7.5;0;0;0
Fluminense x Leopoldina Raylway-RJ;20240609;2;1;0;1.5;0;0;0
Fluminense x Moto Club-MA;20240604;2;2;1;179.5;0;0;0
Fluminense x Paris Saint Germain-Franca;20240605;2;2;0;7.5;0;0;0
Fluminense x Paris Saint Germain-Franca;20240608;2;2;2;0;0;0;0
Fluminense x Paris Saint Germain-Franca;20240609;2;2;1;49.5;0;0;0
Fluminense x Real Madrid-Espanha;20240603;2;1;0;8.5;0;0;0
Fluminense x Sampaio Correa-MA;20240608;2;2;0;13.5;0;0;0
Fluminense x Treze-PB;20240606;2;2;2;14.5;0;0;0
Fluminense x Universidad Catolica-Chile;20240604;2;2;2;3.5;0;0;0
Fluminense x Vasco-RJ;20240605;2;2;2;51.5;0;0;0
Fluminense x Vasco-RJ;20240606;2;2;1;61.5;0;0;0
Fluminense x Vasco-RJ;20240608;2;2;1;41.5;0;0;0
Fluminense x Vasco-RJ;20240609;2;2;0;17;0;0;0
Flavio Roberto 1985;20240604;2;1;0;0;0;0;0
Fred 2022;20240604;2;1;0;29.5;0;0;0
Fred 2022;20240606;2;2;0;15.5;0;0;0
Fred 2022;20240607;2;2;0;20.5;0;0;0
Fabio 2024;20240607;2;2;0;29.5;0;0;0
Galhardo 1971;20240606;2;2;0;22;0;0;0
Gols do Gum;20240606;2;2;0;44;0;0;0
Graficos;20240604;2;2;0;25;0;0;0
Guga 2024;20240606;2;2;0;11;0;0;0
Gum 2018;20240607;2;2;0;5.5;0;0;0
Huachipato 1 X 2 Fluminense;20240604;2;2;0;29;0;0;0
Informacoes Gerais;20240604;2;2;0;7.5;0;0;0
Informacoes Gerais;20240609;2;2;0;6.5;0;0;0
Internacional 0 X 2 Fluminense;20240606;2;2;0;7.5;0;0;0
Internacional 1 X 2 Fluminense;20240606;2;2;0;24;0;0;0
Jogadores em Classico;20240604;2;2;0;98;0;0;0
Jogos em mm/aaaa;20240605;2;2;0;15;0;0;0
Junior 1998;20240605;2;1;1;107;0;0;0
Juvenal 1948;20240609;2;1;0;0;0;0;0
Juventude 6 X 0 Fluminense;20240603;2;2;2;9;0;0;0
Keno 2024;20240604;2;1;0;36.5;0;0;0
Leandro Euzebio 2014;20240607;2;2;0;1;0;0;0
Libertadores da America;20240604;2;2;0;29;0;0;0
Libertadores da America - Gremio;20240609;2;2;0;4.5;0;0;0
Libertadores da America - Sao Januario;20240606;2;1;1;14;0;0;0
Libertadores da America 2008;20240607;2;2;0;27;0;0;0
Libertadores da America 2023;20240604;2;2;0;79;0;0;0
Lima 1997;20240606;2;2;0;8;0;0;0
Lista de Adversario do mesmo estado;20240605;2;1;0;13.5;0;0;0
Maicon 2010;20240607;2;2;0;5.5;0;0;0
Maiores Artilheiros;20240603;2;2;0;35;0;0;0
Maiores Artilheiros;20240606;2;2;0;95;0;0;0
Maiores Artilheiros;20240609;2;2;0;20.5;0;0;0
Maiores Artilheiros em 1 Partida;20240606;2;2;0;83.5;0;0;0
Mais jogos nos Seculos;20240606;2;1;0;0;0;0;0
Maldonado 1992;20240607;2;1;0;0;0;0;0
Manoel 2024;20240606;2;2;0;13;0;0;0
Maracana;20240605;2;2;0;8;0;0;0
Maracana;20240606;2;1;0;1;0;0;0
Marquinho 2017;20240607;2;1;0;30.5;0;0;0
Martinelli 2024;20240604;2;2;0;6.5;0;0;0
Matheus Delgado Candancan;20240603;2;1;0;1.5;0;0;0
Palmeiras 0 X 2 Fluminense;20240608;2;1;0;1;0;0;0
Passagem de Tecnico;20240607;2;2;0;23.5;0;0;0
Passense 2 X 0 Fluminense;20240607;2;1;0;6;0;0;0
Paulo Henrique Ganso 2024;20240604;2;2;0;25.5;0;0;0
Paulo Henrique Ganso 2024;20240606;2;2;0;32.5;0;0;0
Paulo Lino 1982;20240607;2;1;1;0;0;0;0
Paysandu 1 X 2 Fluminense;20240607;2;1;0;6.5;0;0;0
Presenca Estrangeiros;20240603;2;2;0;15.5;0;0;0
Procopio 1965;20240606;2;2;0;5.5;0;0;0
Roger 2004;20240606;2;2;0;1;0;0;0
Romerito 1989;20240608;2;2;0;11;0;0;0
Romeu 1942;20240608;2;1;0;17.5;0;0;0
Regis 1988;20240607;2;1;0;0;0;0;0
Selecao Italia 5 X 3 Fluminense;20240604;2;2;2;31;0;0;0
Sequencias - Botafogo;20240609;2;1;0;0;0;0;0
Silveira 1975;20240606;2;2;0;27;0;0;0
Sao Cristovao 1 X 3 Fluminense;20240607;2;1;0;31;0;0;0
Sao Paulo 1 X 1 Fluminense;20240606;2;2;0;10.5;0;0;0
Tec - Abel;20240604;2;2;0;12;0;0;0
Tec - Carlomagno;20240606;2;1;0;5.5;0;0;0
Tec - Eugenio Medgyessi;20240603;2;2;0;21.5;0;0;0
Tec - Zeze Moreira;20240606;2;1;0;0;0;0;0
Thiago 2006;20240607;2;2;0;2.5;0;0;0
Thiago Silva 2008;20240604;2;1;0;0;0;0;0
Thiaguinho 2010;20240607;2;2;0;3;0;0;0
Time Base;20240609;2;2;0;166;0;0;0
Time Base de;20240609;2;2;0;2;0;0;0
Time Base de 1973;20240609;2;1;0;5.5;0;0;0
Time Base de 2023;20240609;2;2;0;33;0;0;0
Timeline Tecnicos;20240604;2;1;0;0;0;0;0
Tite 1951;20240609;2;1;0;0;0;0;0
Todas as camisas;20240609;2;2;0;45.5;0;0;0
Todos os Jogos contra Coritiba-PR;20240604;2;1;0;9.5;0;0;0
Todos os Jogos contra Flamengo-RJ;20240604;2;1;0;43;0;0;0
Todos os Jogos contra Othon Valentim;20240606;2;1;0;7.5;0;0;0
Todos os Jogos contra Santos-SP;20240608;2;1;0;13.5;0;0;0
Todos os Jogos do Rato;20240607;2;1;0;22.5;0;0;0
Todos os Jogos do Regis;20240607;2;1;0;15.5;0;0;0
Todos os Jogos do Thiago Silva;20240605;2;1;0;16;0;0;0
Todos os Jogos no(a) Maracana;20240604;2;2;0;7;0;0;0
Todos os jogos em campeonato;20240605;2;2;0;5.5;0;0;0
Todos os jogos em estadio;20240604;2;1;0;8.5;0;0;0
Treinador com mais campeonatos disputados;20240605;2;1;0;52;0;0;0
Treinador com mais campeonatos disputados;20240606;2;2;0;125.5;0;0;0
Tricolor 1974 - 1978;20240608;2;1;0;0;0;0;0
Tecnico;20240605;2;1;0;6.5;0;0;0
Tecnico x Adversario;20240609;2;2;0;8.5;0;0;0
Vasco 1 X 4 Fluminense;20240608;2;1;0;13;0;0;0
Vitoria BA 1 X 1 Fluminense;20240605;2;2;0;7;0;0;0
Washington 1989;20240606;2;2;0;6.5;0;0;0
Washington 2010;20240607;2;1;0;0;0;0;0
Zeze Gomes 1985;20240608;2;2;1;49.5;0;0;0
Arbitros;20240608;2;2;0;8;0;0;0
Everton Santos 2009;20240607;2;1;0;8.5;0;0;0
(not set);20240606;1;1;0;17;0;0;0
(not set);20240607;1;1;0;2;0;0;0
(not set);20240608;1;1;0;11;0;0;0
(not set);20240609;1;1;0;16;0;0;0
12º Jogador;20240606;1;1;0;4;0;0;0
30 Adversarios que mais jogamos;20240606;1;1;0;3;0;0;0
30 Adversarios que mais jogamos;20240609;1;1;0;70;0;0;0
40 Maiores idolos;20240608;1;1;0;0;0;0;0
A. Clements;20240607;1;1;0;1;0;0;0
A. Krischub;20240607;1;1;0;1;0;0;0
ABC 0 X 2 Fluminense;20240607;1;1;0;61;0;0;0
ABC 1 X 1 Fluminense;20240608;1;1;0;39;0;0;0
AZ 67 Alkmaar 2 X 2 Fluminense;20240603;1;1;0;11;0;0;0
Aarne Erikson;20240607;1;1;0;4;0;0;0
Abel - 2022;20240606;1;1;0;2;0;0;0
Abel - Flamengo;20240609;1;1;0;2;0;0;0
Abel Hernandez 2021;20240607;1;1;0;6;0;0;0
Abelardo Conduru;20240604;1;1;0;12;0;0;0
Adilson Jose 1998;20240608;1;1;1;2;0;0;0
Adriano 1998;20240606;1;1;0;17;0;0;0
Adversario;20240609;1;1;0;25;0;0;0
Adversario do mesmo estado;20240605;1;1;0;4;0;0;0
Adversario por ano;20240603;1;1;0;23;0;0;0
Adversario x Adversarios nos turnos;20240604;1;1;0;18;0;0;0
Adversario x Campeonato;20240603;1;1;0;38;0;0;0
Adversario x Campeonato;20240604;1;1;0;29;0;0;0
Adversario x Campeonato;20240608;1;1;0;35;0;0;0
Adversario x Campeonato;20240609;1;1;0;105;0;0;0
