# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240520
# Data de termino: 20240526
Titulo da pagina e nome da tela;Data;Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Eventos principais;Receita total;Taxa de eventos principais da sessao
Estatisticas Fluminense - Principal;20240522;96;69;29;18.270833333333332;0;0;0
Estatisticas Fluminense - Principal;20240523;65;56;19;19.8;0;0;0
Estatisticas Fluminense - Principal;20240524;63;47;19;12.365079365079366;0;0;0
Estatisticas Fluminense - Principal;20240520;62;47;19;15.870967741935484;0;0;0
Estatisticas Fluminense - Principal;20240521;58;47;10;24.724137931034484;0;0;0
Estatisticas Fluminense - Principal;20240526;55;41;16;17.745454545454546;0;0;0
Estatisticas Fluminense - Principal;20240525;52;38;11;15.288461538461538;0;0;0
Jogador;20240523;41;32;0;37.78048780487805;0;0;0
Jogador;20240522;37;28;0;27.324324324324323;0;0;0
Jogador;20240524;36;26;1;43.361111111111114;0;0;0
Jogador;20240521;26;21;2;62.15384615384615;0;0;0
Jogador;20240526;26;20;1;21.653846153846153;0;0;0
Jogo;20240522;24;14;0;79.08333333333333;0;0;0
Jogador;20240520;23;14;0;44.78260869565217;0;0;0
Jogador;20240525;20;13;0;17.9;0;0;0
Jogo;20240520;20;12;0;189.95;0;0;0
Especiais Jogadores;20240522;19;12;0;22.736842105263158;0;0;0
Especiais Jogadores;20240523;18;15;0;43.94444444444444;0;0;0
Jogo;20240523;17;14;0;52;0;0;0
Jogo;20240526;17;11;0;74.76470588235294;0;0;0
Jogo;20240524;16;14;0;268.6875;0;0;0
Jogo;20240521;15;13;0;79.86666666666666;0;0;0
Tecnico;20240523;15;14;0;8.8;0;0;0
Adversarios;20240522;14;12;0;9.142857142857142;0;0;0
Jogo;20240525;14;11;1;180;0;0;0
Sao Cristovao 1 X 8 Fluminense;20240521;14;10;10;9.714285714285714;0;0;0
Adversarios;20240524;13;9;0;23;0;0;0
German Cano 2024;20240523;13;13;5;34.07692307692308;0;0;0
Especiais Jogadores;20240524;12;10;0;16.25;0;0;0
Especiais Jogadores;20240526;12;9;0;42.5;0;0;0
Especiais Tecnico;20240523;12;11;0;19.25;0;0;0
Fluminense x Sampaio Correa-MA;20240522;12;12;0;47.916666666666664;0;0;0
Tec - Fernando Diniz;20240523;12;9;0;26.333333333333332;0;0;0
German Cano 2024;20240522;11;9;9;31.454545454545453;0;0;0
Campeonatos;20240522;10;10;0;15.3;0;0;0
Campeonatos;20240524;10;10;0;21.1;0;0;0
Tec - Fernando Diniz;20240522;10;4;0;21;0;0;0
Adversarios;20240523;9;7;0;12;0;0;0
Adversarios;20240525;9;5;0;32;0;0;0
Adversarios;20240526;9;7;0;160;0;0;0
Felipe Melo 2024;20240523;9;9;0;39.44444444444444;0;0;0
Fluminense 2 X 0 Sampaio Correa;20240523;9;7;0;66.44444444444444;0;0;0
Fabio 2024;20240523;9;9;0;22.22222222222222;0;0;0
Treinador com mais jogos;20240523;9;9;0;38.666666666666664;0;0;0
Tecnico;20240522;9;8;0;15;0;0;0
Adversarios;20240520;8;7;1;56.875;0;0;0
Campeonatos;20240523;8;8;0;33.75;0;0;0
Especiais Jogadores;20240521;8;6;0;24.75;0;0;0
Fluminense x Alianza Lima-Peru;20240526;8;5;0;26;0;0;0
Jhon Arias 2024;20240522;8;7;0;33.375;0;0;0
(not set);20240522;7;5;0;42.142857142857146;0;0;0
Botafogo SP 1 X 1 Fluminense;20240523;7;6;6;48.142857142857146;0;0;0
Cicero 1993;20240523;7;5;5;15.857142857142858;0;0;0
Edina Alves Batista;20240521;7;5;0;10.571428571428571;0;0;0
Edina Alves Batista;20240522;7;6;0;44.285714285714285;0;0;0
Edinho 1989;20240523;7;1;0;5.857142857142857;0;0;0
Especiais Jogadores;20240525;7;6;0;15.142857142857142;0;0;0
Especiais Tecnico;20240524;7;7;0;47.857142857142854;0;0;0
Passagem de Tecnico;20240523;7;5;0;50.285714285714285;0;0;0
Paulo Henrique Ganso 2024;20240523;7;7;0;25.571428571428573;0;0;0
Treinador com mais jogos;20240525;7;6;0;50.714285714285715;0;0;0
Arbitros;20240521;7;7;0;9.857142857142858;0;0;0
(not set);20240523;6;4;0;71.5;0;0;0
Aproveitamento Tecnicos no;20240523;6;4;0;107.66666666666667;0;0;0
Campeonatos;20240520;6;5;0;21.5;0;0;0
Campeonatos;20240525;6;6;0;17.5;0;0;0
Copa do Brasil;20240522;6;5;0;27.833333333333332;0;0;0
Especiais Adversarios;20240523;6;5;0;22.333333333333332;0;0;0
Especiais Adversarios;20240524;6;5;0;5.166666666666667;0;0;0
Especiais Jogos;20240522;6;3;0;74.16666666666667;0;0;0
Especiais Tecnico;20240525;6;6;0;53.333333333333336;0;0;0
Fluminense x Sampaio Correa-MA;20240520;6;6;0;19.833333333333332;0;0;0
Fluminense x Sampaio Correa-MA;20240521;6;6;0;141;0;0;0
Gols do Edinho;20240523;6;1;0;36.666666666666664;0;0;0
Jhon Arias 2024;20240523;6;6;0;22.666666666666668;0;0;0
Jhon Arias 2024;20240526;6;6;0;25;0;0;0
Sao Cristovao 1 X 8 Fluminense;20240522;6;5;5;41;0;0;0
Tecnico;20240524;6;6;0;18.333333333333332;0;0;0
Arbitros;20240522;6;6;0;26.833333333333332;0;0;0
Artilheiros Estrangeiros;20240522;5;3;0;21;0;0;0
Botafogo SP 1 X 1 Fluminense;20240524;5;5;5;38.4;0;0;0
Campeonatos;20240521;5;4;0;4;0;0;0
Especiais Adversarios;20240520;5;3;0;23.8;0;0;0
Especiais Adversarios;20240521;5;5;0;7.6;0;0;0
Especiais Campeonatos;20240520;5;2;0;36;0;0;0
Especiais Gols e Penalties;20240523;5;4;0;138.4;0;0;0
Especiais Gols e Penalties;20240526;5;3;1;35.4;0;0;0
Especiais Historicos;20240522;5;3;0;52.8;0;0;0
Especiais Jogadores;20240520;5;3;0;67.8;0;0;0
Especiais Tecnico;20240526;5;5;0;30;0;0;0
Felipe Melo 2024;20240522;5;5;0;10.4;0;0;0
Fluminense 2 X 0 Sampaio Correa;20240524;5;4;0;13.2;0;0;0
Informacoes Gerais;20240524;5;4;0;16.4;0;0;0
Jhon Arias 2024;20240524;5;3;0;12.8;0;0;0
Kashima Antlers 2 X 0 Fluminense;20240520;5;5;5;30.6;0;0;0
Mascotes;20240526;5;5;3;15.6;0;0;0
Sao Cristovao 1 X 8 Fluminense;20240523;5;4;4;15.2;0;0;0
Treinador com mais jogos;20240524;5;5;0;19.8;0;0;0
Arbitros;20240520;5;5;1;11.8;0;0;0
Adversarios;20240521;4;4;0;14;0;0;0
Artilheiros no(a) Copa do Brasil;20240522;4;4;0;16.5;0;0;0
Camisa;20240523;4;3;0;20.75;0;0;0
Campeonatos;20240526;4;4;0;22.25;0;0;0
Curiosidades e Titulos;20240522;4;4;0;36.5;0;0;0
Especiais Adversarios;20240522;4;2;0;6;0;0;0
Especiais Gols e Penalties;20240522;4;3;0;101.75;0;0;0
Especiais Jogos;20240523;4;3;0;36.75;0;0;0
Especiais Tecnico;20240522;4;4;0;4;0;0;0
Felipe Melo 2024;20240521;4;2;0;0;0;0;0
Flamengo 0 X 0 Fluminense;20240523;4;3;0;3.75;0;0;0
Fluminense 0 X 0 Vasco;20240523;4;3;0;4.25;0;0;0
Fluminense 2 X 0 Sampaio Correa;20240522;4;3;0;33.5;0;0;0
Fluminense 2 X 1 Colo Colo;20240523;4;3;0;5;0;0;0
Fluminense 2 X 1 Vasco;20240523;4;3;0;6.75;0;0;0
Fluminense 2 X 3 ABC;20240521;4;4;3;28.25;0;0;0
Fluminense x Vasco-RJ;20240523;4;4;1;11.5;0;0;0
German Cano 2024;20240526;4;4;1;34;0;0;0
Gols do Bobo;20240524;4;1;0;3;0;0;0
Graficos;20240523;4;4;0;11.5;0;0;0
Informacoes Gerais;20240520;4;4;0;43.75;0;0;0
Informacoes Gerais;20240522;4;3;0;12;0;0;0
Informacoes Gerais;20240523;4;4;0;37;0;0;0
Jogadores com mais jogos;20240523;4;3;0;56;0;0;0
John Kennedy 2024;20240526;4;4;0;32.5;0;0;0
Keno 2024;20240523;4;4;0;12.25;0;0;0
Mais jogos no elenco atual;20240522;4;3;0;40.25;0;0;0
Mais jogos no elenco atual;20240523;4;3;0;109.5;0;0;0
Marcelo 2024;20240523;4;4;0;7;0;0;0
Munayshi Aktau 2 X 0 Fluminense;20240526;4;2;0;23.5;0;0;0
Parraro 1980;20240521;4;4;2;61;0;0;0
Paulistano 1 X 2 Fluminense;20240524;4;0;0;0;0;0;0
Presenca Estrangeiros;20240522;4;2;0;55.5;0;0;0
Sao Cristovao 1 X 8 Fluminense;20240520;4;4;4;11.5;0;0;0
Tec - Othon Valentin;20240522;4;3;0;23;0;0;0
Tecnico;20240526;4;4;0;13;0;0;0
