# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240610
# Data de termino: 20240616
Titulo da pagina e nome da tela;Data;Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Eventos principais;Receita total;Taxa de eventos principais da sessao
Todos os Jogos contra Botafogo-RJ;20240612;4;4;0;60.25;0;0;0
Arbitros;20240610;4;4;0;10.5;0;0;0
Arbitros;20240615;4;3;0;5.5;0;0;0
Adversario;20240613;3;2;0;199.33333333333334;0;0;0
Adversario do mesmo pais;20240613;3;2;0;3;0;0;0
Adversarios do mesmo pais em campeonato;20240613;3;2;0;51.666666666666664;0;0;0
Americo Couto 1904;20240610;3;1;0;4;0;0;0
Botafogo - Engenhao;20240611;3;2;0;36;0;0;0
Botafogo 0 X 1 Fluminense;20240611;3;2;0;0.6666666666666666;0;0;0
Brasileiro 2024;20240612;3;3;0;27.333333333333332;0;0;0
Costa Santos 1911;20240611;3;2;0;12.333333333333334;0;0;0
Creditos;20240612;3;3;0;15;0;0;0
Edwin Cox 1910;20240613;3;2;1;41.666666666666664;0;0;0
Especiais Campeonatos;20240611;3;3;0;13.333333333333334;0;0;0
Especiais Historicos;20240611;3;3;0;35.666666666666664;0;0;0
Especiais Historicos;20240612;3;3;0;14.666666666666666;0;0;0
Especiais Jogos;20240610;3;3;0;27.333333333333332;0;0;0
Especiais Jogos;20240611;3;3;0;27.333333333333332;0;0;0
Especiais Jogos;20240616;3;3;0;12.666666666666666;0;0;0
Especiais Tecnico;20240612;3;3;0;14.666666666666666;0;0;0
Estadios;20240611;3;3;0;10.666666666666666;0;0;0
Estadios;20240612;3;3;0;6.666666666666667;0;0;0
Estadios;20240614;3;2;0;18.333333333333332;0;0;0
Evolucao America;20240613;3;2;0;6.666666666666667;0;0;0
Fale Conosco;20240612;3;3;0;2.3333333333333335;0;0;0
Fluminense 1 X 0 Botafogo;20240611;3;3;0;10;0;0;0
Fluminense 2 X 3 ABC;20240611;3;2;1;9.666666666666666;0;0;0
Fluminense 3 X 1 Sao Paulo;20240613;3;1;0;13;0;0;0
Fluminense 5 X 0 Botafogo;20240611;3;3;3;9;0;0;0
Fluminense 7 X 2 Botafogo;20240611;3;3;3;229.66666666666666;0;0;0
Fluminense x Atletico GO-GO;20240612;3;2;0;7.333333333333333;0;0;0
Fluminense x Atletico MG-MG;20240610;3;2;0;20.666666666666668;0;0;0
Fluminense x Botafogo-RJ;20240614;3;2;0;4.666666666666667;0;0;0
Fluminense x Flamengo-RJ;20240611;3;2;0;4.666666666666667;0;0;0
Fluminense x Gremio-RS;20240611;3;3;0;45.333333333333336;0;0;0
Fluminense x Palmeiras-SP;20240613;3;2;0;22;0;0;0
Fluminense x Paris Saint Germain-Franca;20240614;3;2;2;9;0;0;0
German Cano 2024;20240612;3;3;3;19.666666666666668;0;0;0
German Cano 2024;20240613;3;3;3;12;0;0;0
German Cano 2024;20240615;3;2;1;10.333333333333334;0;0;0
German Cano 2024;20240616;3;2;1;4;0;0;0
Heraclito Vasconcellos 1904;20240611;3;2;0;0.3333333333333333;0;0;0
Informacoes Gerais;20240614;3;3;0;1.3333333333333333;0;0;0
Informacoes Gerais;20240616;3;3;0;6.333333333333333;0;0;0
Joaquim Cardoso 1916;20240611;3;1;0;0;0;0;0
Lista de Adversario do mesmo estado;20240613;3;2;0;6.666666666666667;0;0;0
Mascotes;20240611;3;3;2;28.666666666666668;0;0;0
Paysandu Cricket 3 X 0 Fluminense;20240612;3;2;0;9;0;0;0
Paysandu Cricket 3 X 0 Fluminense;20240613;3;2;0;3.6666666666666665;0;0;0
Principais adversarios em Campeonato;20240613;3;1;0;6.666666666666667;0;0;0
Principais adversarios em Estadio;20240613;3;1;0;9.333333333333334;0;0;0
Real Madrid 0 X 2 Fluminense;20240615;3;2;1;19.666666666666668;0;0;0
Rio Cricket 1 X 3 Fluminense;20240614;3;1;0;1;0;0;0
Rio Football Club 0 X 8 Fluminense;20240613;3;1;0;15.333333333333334;0;0;0
S. C. Internacional 1 X 3 Fluminense;20240610;3;2;0;74;0;0;0
Saldo de placar por Adversarios;20240613;3;2;0;11.666666666666666;0;0;0
Selecao Cuiaba 1 X 2 Fluminense;20240615;3;3;3;0.3333333333333333;0;0;0
Tec - Fernando Diniz;20240611;3;1;0;0;0;0;0
Todos os jogos contra Adversario em campeonato;20240613;3;1;0;17;0;0;0
Tecnico;20240611;3;2;0;23.666666666666668;0;0;0
Tecnico;20240612;3;2;0;6;0;0;0
Tecnico;20240613;3;3;0;16;0;0;0
Tecnico;20240614;3;3;0;19;0;0;0
Victor Etchegaray 1912;20240611;3;2;0;2.3333333333333335;0;0;0
Arbitros;20240613;3;2;0;17.333333333333332;0;0;0
(not set);20240611;2;2;0;32;0;0;0
12º Jogador;20240612;2;2;0;3;0;0;0
Adolpho Simonsen 1905;20240610;2;1;0;34.5;0;0;0
Adolpho Simonsen 1905;20240611;2;1;0;18.5;0;0;0
Adversario do mesmo estado;20240613;2;1;0;6;0;0;0
Adversario do mesmo estado em Campeonato;20240613;2;1;0;8;0;0;0
Adversario por ano;20240613;2;1;0;66.5;0;0;0
Adversario por cor;20240613;2;1;0;16;0;0;0
Adversario x Estadio;20240611;2;2;0;21;0;0;0
Adversario x Estadio;20240613;2;2;0;7;0;0;0
Adversarios Alemanha;20240613;2;1;0;5.5;0;0;0
Adversarios Bahia;20240613;2;1;0;11;0;0;0
Adversarios Internacionais;20240613;2;1;0;2.5;0;0;0
Adversarios do(a) Bahia no(a) Brasileiro;20240613;2;1;0;16;0;0;0
Adversarios em vantagem;20240613;2;2;0;2.5;0;0;0
Alexsander 2024;20240611;2;2;0;39.5;0;0;0
Americo Couto 1904;20240611;2;2;0;40.5;0;0;0
Andarai;20240611;2;1;0;0.5;0;0;0
Andre 2024;20240616;2;1;0;16;0;0;0
Aniversariantes do dia;20240612;2;2;0;18.5;0;0;0
Aproveitamento Tecnicos no;20240616;2;2;1;0.5;0;0;0
Araujo 2012;20240613;2;1;0;19.5;0;0;0
Artilheiros contra Botafogo;20240611;2;2;0;15.5;0;0;0
Artilheiros em jogos oficiais;20240612;2;1;0;0;0;0;0
Artilheiros no(a) Brasileiro;20240615;2;1;0;2.5;0;0;0
Artilheiros por Adversario;20240611;2;1;0;23.5;0;0;0
Assis 1987;20240610;2;2;0;34.5;0;0;0
Assis 1987;20240613;2;1;0;19.5;0;0;0
Athletico PR 3 X 0 Fluminense;20240610;2;1;0;0;0;0;0
Atletico GO 3 X 2 Fluminense;20240613;2;2;0;13;0;0;0
Atletico MG 0 X 1 Fluminense;20240615;2;1;0;43;0;0;0
Atletico MG 2 X 0 Fluminense;20240615;2;1;0;0;0;0;0
Atletico MG 3 X 1 Fluminense;20240615;2;1;0;382.5;0;0;0
Bahia 3 X 3 Fluminense;20240613;2;2;1;23;0;0;0
Bangu 3 X 0 Fluminense;20240613;2;1;0;0;0;0;0
Biro Biro 2014;20240613;2;1;0;17;0;0;0
Bobo 1992;20240612;2;1;1;0;0;0;0
Botafogo 0 X 0 Fluminense;20240612;2;1;0;12;0;0;0
Botafogo 0 X 0 Fluminense;20240614;2;0;0;0;0;0;0
Botafogo 1 X 0 Fluminense;20240611;2;2;0;24.5;0;0;0
Botafogo Macae 0 X 1 Fluminense;20240611;2;1;0;41.5;0;0;0
Botafogo SP 1 X 1 Fluminense;20240610;2;2;2;47;0;0;0
Botafogo SP 1 X 1 Fluminense;20240612;2;2;2;28;0;0;0
Botafogo-RJ x Vasco-RJ;20240614;2;1;0;48;0;0;0
Branco 1998;20240613;2;1;0;7.5;0;0;0
Brasileiro 1973;20240610;2;2;1;25;0;0;0
Brasileiro 2023 - Fernando Diniz;20240614;2;2;0;3.5;0;0;0
Brasileiro 2024 - Alexsander 2024;20240614;2;2;0;7.5;0;0;0
Brasileiro Serie B 1998;20240610;2;2;1;21;0;0;0
Brasileiro Serie B 1998;20240611;2;2;1;17.5;0;0;0
Brasileiro Serie B 1998;20240613;2;2;2;12;0;0;0
Bruno 2014;20240613;2;1;0;14.5;0;0;0
Camisa;20240610;2;1;0;1.5;0;0;0
Campeonato x Tecnico;20240614;2;2;0;12;0;0;0
Carioca 1962;20240611;2;2;2;46.5;0;0;0
Carlinhos 2014;20240614;2;1;0;3;0;0;0
Carlos Alberto 2007;20240614;2;1;0;7.5;0;0;0
Cartoes por Adversario;20240613;2;1;0;28;0;0;0
Chiquinho 2014;20240614;2;1;0;2.5;0;0;0
Compara Adversarios;20240614;2;1;0;7.5;0;0;0
Copa do Brasil;20240615;2;1;0;0;0;0;0
Copa do Brasil 2015;20240616;2;1;0;0;0;0;0
Copa do Brasil 2020;20240614;2;1;0;2;0;0;0
Costa Santos 1911;20240613;2;1;0;5;0;0;0
Cristiano 2024;20240614;2;2;0;6.5;0;0;0
Curiosidades e Titulos;20240613;2;2;0;84;0;0;0
Deco 2013;20240615;2;1;0;45;0;0;0
Disputa de Penalty por Adversario;20240613;2;1;0;7.5;0;0;0
Djalma Beltrami;20240611;2;1;0;0;0;0;0
Edson 1955;20240610;2;1;0;0;0;0;0
Especiais Adversarios;20240612;2;2;0;34.5;0;0;0
Especiais Adversarios;20240615;2;1;0;12.5;0;0;0
Especiais Brasileirao;20240612;2;2;0;30.5;0;0;0
Especiais Brasileirao;20240614;2;1;0;24.5;0;0;0
Especiais Campeonatos;20240612;2;2;0;5;0;0;0
Especiais Estadios;20240611;2;2;0;10.5;0;0;0
Especiais Estadios;20240612;2;2;0;2;0;0;0
Especiais Historicos;20240613;2;2;0;8;0;0;0
Especiais Jogadores;20240614;2;1;0;0;0;0;0
Especiais Sequencias;20240611;2;2;0;11.5;0;0;0
Especiais Sequencias;20240612;2;2;0;15.5;0;0;0
Especiais Tecnico;20240613;2;2;0;43;0;0;0
Especiais Tecnico;20240614;2;2;0;11;0;0;0
Estadios;20240615;2;2;0;52;0;0;0
Evolucao America MG;20240613;2;2;0;10;0;0;0
Fale Conosco;20240611;2;2;1;0;0;0;0
Flamengo 1 X 1 Fluminense;20240613;2;2;0;25.5;0;0;0
Flamengo 4 X 1 Fluminense;20240611;2;2;2;21.5;0;0;0
Flavio Rodrigues de Souza;20240610;2;2;0;22;0;0;0
Flavio Rodrigues de Souza;20240615;2;1;0;0;0;0;0
Fluminense 0 X 2 Atletico MG;20240615;2;1;0;14.5;0;0;0
Fluminense 1 X 0 America;20240615;2;2;0;81;0;0;0
Fluminense 1 X 0 Atletico GO;20240614;2;2;0;6.5;0;0;0
Fluminense 1 X 0 Bayern de Munique;20240613;2;2;2;52;0;0;0
Fluminense 1 X 1 Atletico MG;20240615;2;1;0;0.5;0;0;0
Fluminense 1 X 1 Flamengo;20240615;2;2;0;18;0;0;0
Fluminense 1 X 2 Atletico GO;20240614;2;2;0;13;0;0;0
Fluminense 11 X 0 Riachuelo;20240613;2;1;0;2.5;0;0;0
Fluminense 2 X 4 Botafogo;20240610;2;1;0;0;0;0;0
Fluminense 2 X 4 Botafogo;20240612;2;2;0;37.5;0;0;0
Fluminense 3 X 2 Alianza Lima;20240612;2;2;0;65.5;0;0;0
Fluminense 5 X 2 Sao Paulo;20240613;2;2;2;6.5;0;0;0
Fluminense ano a ano;20240612;2;1;0;1.5;0;0;0
Fluminense x ABC-RN;20240611;2;2;0;10.5;0;0;0
Fluminense x Athletico PR-PR;20240613;2;1;0;0;0;0;0
Fluminense x Bangu-RJ;20240612;2;1;0;4;0;0;0
Fluminense x Comb Renner/Internacional-RS;20240610;2;2;0;9.5;0;0;0
Fluminense x Cruzeiro-MG;20240612;2;1;0;0;0;0;0
Fluminense x Flamengo-RJ;20240612;2;2;0;146.5;0;0;0
Fluminense x Flamengo-RJ;20240615;2;2;0;24;0;0;0
Fluminense x Flamengo-RJ;20240616;2;2;0;51;0;0;0
Fluminense x Guaratingueta-SP;20240611;2;1;0;0;0;0;0
Fluminense x Paris Saint Germain-Franca;20240611;2;2;2;29.5;0;0;0
Fluminense x Paris Saint Germain-Franca;20240612;2;2;2;55.5;0;0;0
Fluminense x Paris Saint Germain-Franca;20240613;2;2;2;15.5;0;0;0
Fluminense x Paris Saint Germain-Franca;20240616;2;2;2;12.5;0;0;0
Fluminense x Rio Cricket-RJ;20240611;2;1;0;31.5;0;0;0
Fluminense x Rio Cricket-RJ;20240612;2;2;0;33.5;0;0;0
Fluminense x River Plate-Argentina;20240611;2;1;0;4.5;0;0;0
Fluminense x San Lorenzo-Argentina;20240613;2;2;2;49;0;0;0
Fluminense x Vasco-RJ;20240614;2;2;0;32;0;0;0
Gabriel Lima 1999;20240611;2;1;1;33;0;0;0
Gallo 1996;20240615;2;2;2;40.5;0;0;0
German Cano 2024 - Gols por Adversario;20240611;2;1;0;1;0;0;0
Goleadas em Brasileiros;20240614;2;2;0;3.5;0;0;0
Gols do Alex Dias;20240611;2;1;0;0.5;0;0;0
Gols do Keno;20240616;2;1;1;4;0;0;0
Gols do Lima;20240611;2;1;0;0;0;0;0
Gols em Campeonato;20240614;2;2;0;9.5;0;0;0
Jair Francisco 1962;20240613;2;2;2;264.5;0;0;0
Jandir 1994;20240611;2;2;0;71;0;0;0
Jogos x Gols em campeonato;20240614;2;2;0;10.5;0;0;0
Julio Cesar 2011;20240615;2;1;0;5.5;0;0;0
Junqueira 1923;20240615;2;1;0;32.5;0;0;0
Keno 2024;20240616;2;2;0;18;0;0;0
La Nueva Olla;20240614;2;1;0;1.5;0;0;0
Libertadores da America 2023 contra times do(a) Argentina;20240613;2;2;0;22;0;0;0
Libertadores da America 2024;20240612;2;2;0;50.5;0;0;0
Libertadores da America 2024;20240616;2;2;0;11;0;0;0
Lima 2024;20240611;2;2;0;24;0;0;0
Lista de Adversario do mesmo estado;20240610;2;1;0;6;0;0;0
Lista de Adversario do mesmo pais;20240613;2;1;0;2.5;0;0;0
Louis da Nobrega Junior;20240610;2;1;0;14.5;0;0;0
Maior Artilheiro contra Adversario;20240611;2;2;0;73;0;0;0
Maiores Publicos - Classicos;20240611;2;1;1;15.5;0;0;0
Mais jogos em Campeonato;20240612;2;2;0;6;0;0;0
Mais jogos nos Seculos;20240610;2;1;0;4.5;0;0;0
Manchester United 0 X 0 Fluminense;20240611;2;1;1;13.5;0;0;0
Mangueirao;20240616;2;1;1;6;0;0;0
Maracana;20240612;2;2;0;19;0;0;0
Maracana;20240615;2;2;0;32.5;0;0;0
Maracana;20240616;2;2;0;32;0;0;0
Martinelli 2024;20240611;2;1;0;28.5;0;0;0
Mascotes;20240614;2;2;0;33;0;0;0
Milan 0 X 1 Fluminense;20240611;2;2;0;12;0;0;0
Paulinho 1980;20240612;2;2;0;54;0;0;0
Paulinho 1992;20240612;2;2;0;55;0;0;0
Paulo 1961;20240615;2;1;1;30.5;0;0;0
Paulo Henrique Ganso 2024;20240615;2;2;0;35.5;0;0;0
Paulo Lino 1982;20240615;2;2;2;66.5;0;0;0
Paysandu 3 X 2 Fluminense;20240616;2;1;0;5.5;0;0;0
Penalties a favor do Fluminense;20240613;2;1;0;1.5;0;0;0
Penalties contra o Fluminense;20240613;2;1;0;169;0;0;0
Penalties convertidos pelo Fluminense;20240613;2;1;0;1.5;0;0;0
Penalties perdidos pelo Fluminense;20240613;2;1;0;1;0;0;0
Principais Adversarios da Bahia;20240613;2;1;0;23;0;0;0
Principais Adversarios de Pernambuco;20240613;2;1;0;2;0;0;0
Principais Adversarios de Sao Paulo;20240613;2;2;0;3.5;0;0;0
Principais Adversarios do Parana;20240613;2;1;0;6;0;0;0
Principais Adversarios do Rio Grande do Sul;20240613;2;1;0;2.5;0;0;0
Ranking de Assistencias;20240610;2;1;0;0;0;0;0
Real Madrid 0 X 2 Fluminense;20240611;2;2;2;17.5;0;0;0
Real Madrid 0 X 2 Fluminense;20240612;2;1;1;3.5;0;0;0
Remo 2 X 1 Fluminense;20240613;2;1;1;61;0;0;0
Ricardo Berna 2013;20240611;2;1;0;1;0;0;0
Rio Football Club 0 X 8 Fluminense;20240610;2;1;0;69.5;0;0;0
Rio Football Club 0 X 8 Fluminense;20240611;2;2;0;24;0;0;0
Selecao Cuiaba 1 X 2 Fluminense;20240612;2;1;0;0;0;0;0
Sequencia de Camisa;20240614;2;2;0;28;0;0;0
Sequencias - Botafogo;20240611;2;2;0;19;0;0;0
Sequencias por Adversarios;20240611;2;2;0;11.5;0;0;0
Sergio Americo 1970;20240615;2;1;1;0;0;0;0
Tec - Marcao;20240614;2;2;0;43.5;0;0;0
Tec - Silvio Pirilo;20240612;2;1;0;0;0;0;0
Terans 2024;20240614;2;2;0;33;0;0;0
Todos os Jogos apitados por Flavio Rodrigues de Souza;20240611;2;1;0;0.5;0;0;0
Todos os Jogos apitados por Louis da Nobrega Junior;20240610;2;1;0;28;0;0;0
Todos os Jogos contra Atletico GO-GO;20240613;2;2;0;70;0;0;0
Todos os Jogos contra Bangu-RJ;20240612;2;1;0;19.5;0;0;0
Todos os Jogos contra Bonsucesso-RJ;20240615;2;1;0;0;0;0;0
Todos os Jogos contra Palmeiras-SP;20240613;2;1;0;620.5;0;0;0
Todos os Jogos contra Renato Gaucho;20240611;2;1;0;0;0;0;0
Todos os jogos de Adversario;20240610;2;2;0;26;0;0;0
Todos os jogos de Adversario;20240613;2;2;0;8;0;0;0
Titulos por Campeonato;20240611;2;2;0;6.5;0;0;0
Vasco 1 X 1 Fluminense;20240616;2;2;0;9.5;0;0;0
Vitoria nos 2 turnos;20240614;2;1;0;18;0;0;0
Waterman 1910;20240613;2;2;1;79;0;0;0
Zetti 2000;20240615;2;1;1;0;0;0;0
Arbitro;20240615;2;1;0;0;0;0;0
(not set);20240612;1;1;0;5;0;0;0
(not set);20240614;1;1;0;5;0;0;0
12º Jogador em 2024;20240612;1;1;0;3;0;0;0
12º Jogador em Ano;20240612;1;1;0;2;0;0;0
19º lugar;20240616;1;1;0;20;0;0;0
30 Adversarios que mais jogamos;20240612;1;1;0;13;0;0;0
30 Adversarios que mais jogamos;20240613;1;1;0;16;0;0;0
30 Estadios onde mais jogamos;20240612;1;1;0;28;0;0;0
30 Arbitros que mais apitaram;20240614;1;1;0;3;0;0;0
9º lugar;20240614;1;1;0;3;0;0;0
A. A. Palmeiras-SP x A. A. Internacional-RJ;20240614;1;1;0;2;0;0;0
A. Todd - Ground Committe;20240614;1;1;0;2;0;0;0
ABC 1 X 1 Fluminense;20240610;1;1;0;21;0;0;0
ABC 1 X 1 Fluminense;20240611;1;1;0;20;0;0;0
Abel 1976;20240613;1;1;0;15;0;0;0
Abel 1976;20240614;1;1;0;9;0;0;0
Abel Hernandez 2021;20240614;1;1;0;9;0;0;0
Adolpho Simonsen;20240611;1;1;0;13;0;0;0
Adolpho Simonsen 1905;20240616;1;1;1;0;0;0;0
Adriano Magrao 2007;20240611;1;1;0;1;0;0;0
Adversario;20240614;1;1;0;7;0;0;0
Adversario do mesmo estado em Campeonato;20240612;1;1;0;11;0;0;0
Adversario por ano;20240614;1;1;0;32;0;0;0
Adversario x Adversarios nos turnos;20240614;1;1;0;40;0;0;0
Adversario x Campeonato;20240610;1;1;0;76;0;0;0
Adversario x Campeonato;20240612;1;1;0;17;0;0;0
Adversario x Campeonato;20240614;1;1;0;0;0;0;0
Adversario x Campeonato x Estadio;20240610;1;1;0;45;0;0;0
Adversario x Campeonato x Estadio;20240612;1;1;0;38;0;0;0
Adversario x Campeonato x Estadio;20240613;1;1;0;24;0;0;0
Adversario x Estadio;20240612;1;1;0;14;0;0;0
Adversario x Estadio;20240614;1;1;0;8;0;0;0
Adversario x Jogador;20240611;1;1;0;19;0;0;0
Adversario x Jogador;20240612;1;1;0;24;0;0;0
Adversario x Tecnico;20240612;1;1;0;12;0;0;0
Adversario x Tecnico;20240615;1;1;0;12;0;0;0
Adversario x Arbitro;20240612;1;1;0;13;0;0;0
Adversario x Arbitro;20240614;1;1;0;1;0;0;0
Adversarios - Amarelo e Preto;20240613;1;1;0;12;0;0;0
Adversarios - Azul e Preto e Branco;20240613;1;1;0;14;0;0;0
Adversarios - bicolores;20240613;1;1;0;3;0;0;0
Adversarios - tricolores;20240613;1;1;0;3;0;0;0
Adversarios Rio Grande do Sul;20240610;1;1;0;17;0;0;0
Adversarios Sao Paulo;20240613;1;1;0;2;0;0;0
Adversarios da Alemanha;20240613;1;1;0;2;0;0;0
Adversarios da Brasil;20240613;1;1;0;10;0;0;0
Adversarios da Bulgaria;20240613;1;1;0;5;0;0;0
Adversarios do(a) Ceara;20240613;1;1;0;2;0;0;0
Adversarios do(a) Parana no(a) Brasileiro;20240612;1;1;0;57;0;0;0
Adversarios do(a) Paraiba;20240613;1;1;0;3;0;0;0
Adversarios por tempo determinado;20240613;1;1;0;19;0;0;0
Adversarios por tempo determinado;20240614;1;1;0;30;0;0;0
Afonsinho 1981;20240613;1;1;0;138;0;0;0
Agnaldo 2002;20240614;1;1;0;3;0;0;0
Alemao 1931;20240616;1;1;0;2;0;0;0
Alessandro 2004;20240611;1;1;0;2;0;0;0
Alex Dias 2007;20240611;1;1;0;2;0;0;0
Alex Terra 2007;20240611;1;1;0;17;0;0;0
Alexsander 2024;20240614;1;1;0;4;0;0;0
Alianza Lima 1 X 1 Fluminense;20240612;1;1;0;61;0;0;0
Altair 1970;20240615;1;1;0;12;0;0;0
Amarelos do Felipe Melo - 2024;20240616;1;1;0;13;0;0;0
Amarelos do Guga - 2024;20240616;1;1;0;24;0;0;0
Amauri 1983;20240611;1;1;1;46;0;0;0
Amaury 1935;20240611;1;1;0;6;0;0;0
Americano - Maracana;20240612;1;1;0;11;0;0;0
Americano 0 X 0 Fluminense;20240615;1;1;0;16;0;0;0
Americano 0 X 3 Fluminense;20240613;1;1;0;9;0;0;0
